Kód obce,Obec,ORP,Okres,Kraj,Extent
536644,Nebřehovice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-791102.3 -1133374.77,-791102.3 -1131215.47,-787072.67 -1131215.47,-787072.67 -1133374.77,-791102.3 -1133374.77))"
535061,Nebužely,Mělník,Mělník,Středočeský kraj,"POLYGON((-728159.84 -1012388.93,-728159.84 -1008772.42,-724233.4 -1008772.42,-724233.4 -1012388.93,-728159.84 -1012388.93))"
570451,Nechanice,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-658423.54 -1039849.89,-658423.54 -1032004.56,-650517.03 -1032004.56,-650517.03 -1039849.89,-658423.54 -1039849.89))"
540846,Nechvalice,Sedlčany,Příbram,Středočeský kraj,"POLYGON((-755025.07 -1104716.65,-755025.07 -1097537.41,-747016.3 -1097537.41,-747016.3 -1104716.65,-755025.07 -1104716.65))"
586439,Nechvalín,Kyjov,Hodonín,Jihomoravský kraj,"POLYGON((-567763.4 -1181475.17,-567763.4 -1178895.47,-564531.84 -1178895.47,-564531.84 -1181475.17,-567763.4 -1181475.17))"
540811,Nečín,Dobříš,Příbram,Středočeský kraj,"POLYGON((-766830.41 -1086506.69,-766830.41 -1080220.77,-759138.73 -1080220.77,-759138.73 -1086506.69,-766830.41 -1086506.69))"
559261,Nečtiny,Kralovice,Plzeň-sever,Plzeňský kraj,"POLYGON((-839769.87 -1049820.22,-839769.87 -1039951.84,-830449.09 -1039951.84,-830449.09 -1049820.22,-839769.87 -1049820.22))"
544825,Nedabyle,České Budějovice,České Budějovice,Jihočeský kraj,"POLYGON((-755169.94 -1173116.3,-755169.94 -1171317.52,-752840.19 -1171317.52,-752840.19 -1173116.3,-755169.94 -1173116.3))"
592404,Nedachlebice,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,"POLYGON((-529803.07 -1181423.31,-529803.07 -1177475.82,-525459.46 -1177475.82,-525459.46 -1181423.31,-529803.07 -1181423.31))"
592412,Nedakonice,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,"POLYGON((-545651.08 -1187304.95,-545651.08 -1182272.65,-542503.29 -1182272.65,-542503.29 -1187304.95,-545651.08 -1187304.95))"
585530,Nedašov,Valašské Klobouky,Zlín,Zlínský kraj,"POLYGON((-493799.39 -1184170.1,-493799.39 -1179527.99,-489796.16 -1179527.99,-489796.16 -1184170.1,-493799.39 -1184170.1))"
585548,Nedašova Lhota,Valašské Klobouky,Zlín,Zlínský kraj,"POLYGON((-493444.09 -1180488.46,-493444.09 -1176837.77,-489088.06 -1176837.77,-489088.06 -1180488.46,-493444.09 -1180488.46))"
570443,Neděliště,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-645239.23 -1036038.34,-645239.23 -1032681.04,-642340.84 -1032681.04,-642340.84 -1036038.34,-645239.23 -1036038.34))"
531863,Nedomice,Neratovice,Mělník,Středočeský kraj,"POLYGON((-728293.77 -1026460.19,-728293.77 -1024485.12,-725223.14 -1024485.12,-725223.14 -1026460.19,-728293.77 -1026460.19))"
540820,Nedrahovice,Sedlčany,Příbram,Středočeský kraj,"POLYGON((-750487.11 -1099475.66,-750487.11 -1093147.22,-745698.71 -1093147.22,-745698.71 -1099475.66,-750487.11 -1099475.66))"
596175,Nedvědice,Tišnov,Brno-venkov,Jihomoravský kraj,"POLYGON((-617949.25 -1130815.85,-617949.25 -1128028.58,-613318.14 -1128028.58,-613318.14 -1130815.85,-617949.25 -1130815.85))"
578452,Nedvězí,Polička,Svitavy,Pardubický kraj,"POLYGON((-616762.28 -1111600.61,-616762.28 -1108463.55,-613981.62 -1108463.55,-613981.62 -1111600.61,-616762.28 -1111600.61))"
578223,Nehodiv,Horažďovice,Klatovy,Plzeňský kraj,"POLYGON((-816701.09 -1109818.99,-816701.09 -1107512.63,-814108.31 -1107512.63,-814108.31 -1109818.99,-816701.09 -1109818.99))"
538540,Nehvizdy,Brandýs nad Labem-Stará Boleslav,Praha-východ,Středočeský kraj,"POLYGON((-722398.51 -1042910.61,-722398.51 -1039502.66,-717671.2 -1039502.66,-717671.2 -1042910.61,-722398.51 -1042910.61))"
555380,Nejdek,Karlovy Vary,Karlovy Vary,Karlovarský kraj,"POLYGON((-863378.37 -1003350.39,-863378.37 -995337.12,-851468.5 -995337.12,-851468.5 -1003350.39,-863378.37 -1003350.39))"
548197,Nejepín,Chotěboř,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-664249.93 -1094239.63,-664249.93 -1091086.69,-661866.59 -1091086.69,-661866.59 -1094239.63,-664249.93 -1094239.63))"
559270,Nekmíř,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-830842.78 -1058595.25,-830842.78 -1052946.48,-826987.49 -1052946.48,-826987.49 -1058595.25,-830842.78 -1058595.25))"
580686,Nekoř,Žamberk,Ústí nad Orlicí,Pardubický kraj,"POLYGON((-593765.62 -1066984.32,-593765.62 -1062132.98,-589902.35 -1062132.98,-589902.35 -1066984.32,-593765.62 -1066984.32))"
558095,Nekvasovy,Nepomuk,Plzeň-jih,Plzeňský kraj,"POLYGON((-811825.46 -1108650.81,-811825.46 -1105154.18,-807523.58 -1105154.18,-807523.58 -1108650.81,-811825.46 -1108650.81))"
535079,Nelahozeves,Kralupy nad Vltavou,Mělník,Středočeský kraj,"POLYGON((-751397.4 -1024207.59,-751397.4 -1019064.31,-746775.45 -1019064.31,-746775.45 -1024207.59,-751397.4 -1024207.59))"
583464,Nelepeč-Žernůvka,Tišnov,Brno-venkov,Jihomoravský kraj,"POLYGON((-614304.88 -1144053.01,-614304.88 -1141288.93,-611477.85 -1141288.93,-611477.85 -1144053.01,-614304.88 -1144053.01))"
515787,Nelešovice,Přerov,Přerov,Olomoucký kraj,"POLYGON((-539030.49 -1132732.39,-539030.49 -1130037.63,-536446.21 -1130037.63,-536446.21 -1132732.39,-539030.49 -1132732.39))"
554006,Nemanice,Domažlice,Domažlice,Plzeňský kraj,"POLYGON((-879360.19 -1099798.3,-879360.19 -1090108.05,-871259.7 -1090108.05,-871259.7 -1099798.3,-879360.19 -1099798.3))"
593371,Němčany,Slavkov u Brna,Vyškov,Jihomoravský kraj,"POLYGON((-577728.96 -1167569.59,-577728.96 -1164767.6,-574062.61 -1164767.6,-574062.61 -1167569.59,-577728.96 -1167569.59))"
582085,Němčice,Boskovice,Blansko,Jihomoravský kraj,"POLYGON((-590202.05 -1135252.4,-590202.05 -1132157.62,-585943.73 -1132157.62,-585943.73 -1135252.4,-590202.05 -1135252.4))"
599166,Němčice,Domažlice,Domažlice,Plzeňský kraj,"POLYGON((-851427.3 -1104193.6,-851427.3 -1099416.74,-847481.51 -1099416.74,-847481.51 -1104193.6,-851427.3 -1104193.6))"
588784,Němčice,Holešov,Kroměříž,Zlínský kraj,"POLYGON((-533749.71 -1150250.79,-533749.71 -1147974.9,-531333.98 -1147974.9,-531333.98 -1150250.79,-533749.71 -1150250.79))"
571636,Němčice,Kolín,Kolín,Středočeský kraj,"POLYGON((-682665.2 -1054070.94,-682665.2 -1050176.23,-678324.8 -1050176.23,-678324.8 -1054070.94,-682665.2 -1054070.94))"
580694,Němčice,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-610718.66 -1083176.99,-610718.66 -1079482.55,-603894.42 -1079482.55,-603894.42 -1083176.99,-610718.66 -1083176.99))"
536334,Němčice,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-705012.16 -1020173.24,-705012.16 -1017816.05,-701732.25 -1017816.05,-701732.25 -1020173.24,-705012.16 -1020173.24))"
572870,Němčice,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-645987.45 -1056182.16,-645987.45 -1054283.07,-643151.03 -1054283.07,-643151.03 -1056182.16,-645987.45 -1056182.16))"
550396,Němčice,Prachatice,Prachatice,Jihočeský kraj,"POLYGON((-771838.12 -1159750.72,-771838.12 -1156688.44,-768524.12 -1156688.44,-768524.12 -1159750.72,-771838.12 -1159750.72))"
536474,Němčice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-802305.07 -1136038.22,-802305.07 -1133462.6,-800365.25 -1133462.6,-800365.25 -1136038.22,-802305.07 -1136038.22))"
589756,Němčice nad Hanou,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-555280.77 -1150223.33,-555280.77 -1145501.98,-551551.11 -1145501.98,-551551.11 -1150223.33,-555280.77 -1150223.33))"
584703,Němčičky,Hustopeče,Břeclav,Jihomoravský kraj,"POLYGON((-586894.67 -1193477.55,-586894.67 -1189653.69,-583593.01 -1189653.69,-583593.01 -1193477.55,-586894.67 -1193477.55))"
583472,Němčičky,Ivančice,Brno-venkov,Jihomoravský kraj,"POLYGON((-608388.79 -1177334.92,-608388.79 -1174475.05,-604997.78 -1174475.05,-604997.78 -1177334.92,-608388.79 -1177334.92))"
594521,Němčičky,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-639798.27 -1185797.72,-639798.27 -1183333.41,-636249.46 -1183333.41,-636249.46 -1185797.72,-639798.27 -1185797.72))"
566837,Němčovice,Rokycany,Rokycany,Plzeňský kraj,"POLYGON((-810380.09 -1059376.21,-810380.09 -1054947.65,-805384.39 -1054947.65,-805384.39 -1059376.21,-810380.09 -1059376.21))"
536725,Němětice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-796478.62 -1137125.14,-796478.62 -1134045.78,-794071.29 -1134045.78,-794071.29 -1137125.14,-796478.62 -1137125.14))"
553476,Nemile,Zábřeh,Šumperk,Olomoucký kraj,"POLYGON((-575131.38 -1091193.15,-575131.38 -1086098.96,-572127.52 -1086098.96,-572127.52 -1091193.15,-575131.38 -1091193.15))"
593389,Nemochovice,Bučovice,Vyškov,Jihomoravský kraj,"POLYGON((-561728.19 -1167843.07,-561728.19 -1162539.33,-557846.07 -1162539.33,-557846.07 -1167843.07,-561728.19 -1167843.07))"
593397,Nemojany,Vyškov,Vyškov,Jihomoravský kraj,"POLYGON((-577788.25 -1159420.12,-577788.25 -1155114.03,-572808.26 -1155114.03,-572808.26 -1159420.12,-577788.25 -1159420.12))"
579564,Nemojov,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,"POLYGON((-644616.19 -1014437.33,-644616.19 -1010834.96,-640790.69 -1010834.96,-640790.69 -1014437.33,-644616.19 -1014437.33))"
593401,Nemotice,Bučovice,Vyškov,Jihomoravský kraj,"POLYGON((-562933.2 -1173296.37,-562933.2 -1170668.78,-559746.06 -1170668.78,-559746.06 -1173296.37,-562933.2 -1173296.37))"
573230,Nemyčeves,Jičín,Jičín,Královéhradecký kraj,"POLYGON((-673510.98 -1020316.36,-673510.98 -1017362.46,-670153.61 -1017362.46,-670153.61 -1020316.36,-673510.98 -1020316.36))"
552747,Nemyšl,Tábor,Tábor,Jihočeský kraj,"POLYGON((-734627.88 -1110863.08,-734627.88 -1106065.43,-729538.15 -1106065.43,-729538.15 -1110863.08,-734627.88 -1110863.08))"
571156,Nemyslovice,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-716129.78 -1018403.13,-716129.78 -1015194.53,-713248.9 -1015194.53,-713248.9 -1018403.13,-716129.78 -1018403.13))"
533602,Nenačovice,Beroun,Beroun,Středočeský kraj,"POLYGON((-765277.84 -1048719.37,-765277.84 -1046243.51,-761772.34 -1046243.51,-761772.34 -1048719.37,-765277.84 -1048719.37))"
586447,Nenkovice,Kyjov,Hodonín,Jihomoravský kraj,"POLYGON((-573957.88 -1188749.83,-573957.88 -1184313.71,-570421.2 -1184313.71,-570421.2 -1188749.83,-573957.88 -1188749.83))"
535435,Neplachov,České Budějovice,České Budějovice,Jihočeský kraj,"POLYGON((-746815.84 -1153243.7,-746815.84 -1148507.8,-742061.01 -1148507.8,-742061.01 -1153243.7,-746815.84 -1153243.7))"
553158,Neplachovice,Opava,Opava,Moravskoslezský kraj,"POLYGON((-504445.28 -1084129.51,-504445.28 -1080412.58,-501603.17 -1080412.58,-501603.17 -1084129.51,-504445.28 -1084129.51))"
570478,Nepolisy,Nový Bydžov,Hradec Králové,Královéhradecký kraj,"POLYGON((-669714.86 -1043416.32,-669714.86 -1037532.15,-665023.48 -1037532.15,-665023.48 -1043416.32,-669714.86 -1043416.32))"
534226,Nepoměřice,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-696177.07 -1074129.22,-696177.07 -1071449.76,-691974.31 -1071449.76,-691974.31 -1074129.22,-696177.07 -1074129.22))"
558109,Nepomuk,Nepomuk,Plzeň-jih,Plzeňský kraj,"POLYGON((-817498.08 -1102386.61,-817498.08 -1098899.02,-809345.81 -1098899.02,-809345.81 -1102386.61,-817498.08 -1102386.61))"
564524,Nepomuk,Příbram,Příbram,Středočeský kraj,"POLYGON((-793029.48 -1087269.1,-793029.48 -1080208.53,-787986.93 -1080208.53,-787986.93 -1087269.1,-793029.48 -1087269.1))"
566501,Nepomyšl,Podbořany,Louny,Ústecký kraj,"POLYGON((-823195.54 -1020901.56,-823195.54 -1014371.66,-815695 -1014371.66,-815695 -1020901.56,-823195.54 -1020901.56))"
536351,Nepřevázka,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-705919.57 -1017435.32,-705919.57 -1013981.82,-702630.24 -1013981.82,-702630.24 -1017435.32,-705919.57 -1017435.32))"
571521,Neprobylice,Slaný,Kladno,Středočeský kraj,"POLYGON((-768565.85 -1020872.44,-768565.85 -1017927.18,-766843.76 -1017927.18,-766843.76 -1020872.44,-768565.85 -1020872.44))"
573078,Neratov,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-657508.16 -1056643.45,-657508.16 -1054043.68,-654822.24 -1054043.68,-654822.24 -1056643.45,-657508.16 -1056643.45))"
535087,Neratovice,Neratovice,Mělník,Středočeský kraj,"POLYGON((-739615.91 -1027923.39,-739615.91 -1023065.08,-730694.7 -1023065.08,-730694.7 -1027923.39,-739615.91 -1027923.39))"
562157,Nerestce,Písek,Písek,Jihočeský kraj,"POLYGON((-779356.16 -1105645.64,-779356.16 -1103203.63,-775257.24 -1103203.63,-775257.24 -1105645.64,-779356.16 -1105645.64))"
583481,Neslovice,Ivančice,Brno-venkov,Jihomoravský kraj,"POLYGON((-615686.85 -1166726.93,-615686.85 -1163094.65,-612585.54 -1163094.65,-612585.54 -1166726.93,-615686.85 -1166726.93))"
593419,Nesovice,Bučovice,Vyškov,Jihomoravský kraj,"POLYGON((-566334.49 -1171767.47,-566334.49 -1167894.18,-561678.24 -1167894.18,-561678.24 -1171767.47,-566334.49 -1171767.47))"
530263,Nespeky,Benešov,Benešov,Středočeský kraj,"POLYGON((-733577.98 -1072119.25,-733577.98 -1069543.95,-727326.64 -1069543.95,-727326.64 -1072119.25,-733577.98 -1072119.25))"
564222,Nestrašovice,Příbram,Příbram,Středočeský kraj,"POLYGON((-780790 -1098375.63,-780790 -1096229.6,-778199.86 -1096229.6,-778199.86 -1098375.63,-780790 -1098375.63))"
542130,Nesuchyně,Rakovník,Rakovník,Středočeský kraj,"POLYGON((-796435.23 -1028055.81,-796435.23 -1023771.88,-791252.21 -1023771.88,-791252.21 -1028055.81,-796435.23 -1028055.81))"
583499,Nesvačilka,Židlochovice,Brno-venkov,Jihomoravský kraj,"POLYGON((-589978.86 -1177371.99,-589978.86 -1175377.91,-587516.2 -1175377.91,-587516.2 -1177371.99,-589978.86 -1177371.99))"
534269,Nesvačily,Beroun,Beroun,Středočeský kraj,"POLYGON((-768137.65 -1064278.67,-768137.65 -1061240.17,-765891.79 -1061240.17,-765891.79 -1064278.67,-768137.65 -1064278.67))"
596183,Netín,Velké Meziříčí,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-644662.15 -1133173.52,-644662.15 -1129177.04,-641289.08 -1129177.04,-641289.08 -1133173.52,-644662.15 -1133173.52))"
550442,Netolice,Prachatice,Prachatice,Jihočeský kraj,"POLYGON((-779725.78 -1157701.78,-779725.78 -1151733.58,-772491.21 -1151733.58,-772491.21 -1157701.78,-779725.78 -1157701.78))"
545643,Netřebice,Kaplice,Český Krumlov,Jihočeský kraj,"POLYGON((-762711.32 -1188206.74,-762711.32 -1183568.43,-756666.81 -1183568.43,-756666.81 -1188206.74,-762711.32 -1188206.74))"
534919,Netřebice,Nymburk,Nymburk,Středočeský kraj,"POLYGON((-690544.76 -1037225.03,-690544.76 -1034276.14,-687118.8 -1034276.14,-687118.8 -1037225.03,-690544.76 -1037225.03))"
558117,Netunice,Přeštice,Plzeň-jih,Plzeňský kraj,"POLYGON((-822202.79 -1087310.15,-822202.79 -1083512.36,-819548.39 -1083512.36,-819548.39 -1087310.15,-822202.79 -1087310.15))"
530298,Netvořice,Benešov,Benešov,Středočeský kraj,"POLYGON((-742931.62 -1077442.31,-742931.62 -1071605.2,-737170.75 -1071605.2,-737170.75 -1077442.31,-742931.62 -1077442.31))"
585556,Neubuz,Vizovice,Zlín,Zlínský kraj,"POLYGON((-509956.25 -1163735.71,-509956.25 -1160047.2,-507446.76 -1160047.2,-507446.76 -1163735.71,-509956.25 -1163735.71))"
554022,Neuměř,Stod,Domažlice,Plzeňský kraj,"POLYGON((-848092.58 -1083299.66,-848092.58 -1080760.11,-845133.52 -1080760.11,-845133.52 -1083299.66,-848092.58 -1083299.66))"
532665,Neuměřice,Slaný,Kladno,Středočeský kraj,"POLYGON((-755673.94 -1025467.78,-755673.94 -1021737,-753093.39 -1021737,-753093.39 -1025467.78,-755673.94 -1025467.78))"
531588,Neumětely,Hořovice,Beroun,Středočeský kraj,"POLYGON((-776257.32 -1065959.96,-776257.32 -1062547.34,-771456.21 -1062547.34,-771456.21 -1065959.96,-776257.32 -1065959.96))"
558125,Neurazy,Nepomuk,Plzeň-jih,Plzeňský kraj,"POLYGON((-822270.28 -1105819.83,-822270.28 -1100932.27,-813221.19 -1100932.27,-813221.19 -1105819.83,-822270.28 -1105819.83))"
530301,Neustupov,Votice,Benešov,Středočeský kraj,"POLYGON((-732989.55 -1102288.49,-732989.55 -1094672.56,-726252.44 -1094672.56,-726252.44 -1102288.49,-732989.55 -1102288.49))"
587583,Nevcehle,Telč,Jihlava,Kraj Vysočina,"POLYGON((-677172.98 -1150549.39,-677172.98 -1146224.44,-673734.23 -1146224.44,-673734.23 -1150549.39,-677172.98 -1150549.39))"
530310,Neveklov,Benešov,Benešov,Středočeský kraj,"POLYGON((-748533.09 -1083908.93,-748533.09 -1075671.88,-733141.98 -1075671.88,-733141.98 -1083908.93,-748533.09 -1083908.93))"
571997,Neveklovice,Mnichovo Hradiště,Mladá Boleslav,Středočeský kraj,"POLYGON((-699735.2 -995593.69,-699735.2 -992662.09,-697499.97 -992662.09,-697499.97 -995593.69,-699735.2 -995593.69))"
549657,Nevězice,Písek,Písek,Jihočeský kraj,"POLYGON((-775283.63 -1109888.35,-775283.63 -1106653.3,-769764.49 -1106653.3,-769764.49 -1109888.35,-775283.63 -1109888.35))"
541192,Nevid,Rokycany,Rokycany,Plzeňský kraj,"POLYGON((-808467.52 -1080476.44,-808467.52 -1077116.02,-804408.66 -1077116.02,-804408.66 -1080476.44,-808467.52 -1080476.44))"
593427,Nevojice,Bučovice,Vyškov,Jihomoravský kraj,"POLYGON((-568017.16 -1174761.83,-568017.16 -1167891.98,-564976.56 -1167891.98,-564976.56 -1174761.83,-568017.16 -1174761.83))"
554031,Nevolice,Domažlice,Domažlice,Plzeňský kraj,"POLYGON((-860985.3 -1102087.66,-860985.3 -1100207.9,-858702.06 -1100207.9,-858702.06 -1102087.66,-860985.3 -1102087.66))"
549207,Nevratice,Hořice,Jičín,Královéhradecký kraj,"POLYGON((-665645.62 -1025071.21,-665645.62 -1023353.62,-662292.65 -1023353.62,-662292.65 -1025071.21,-665645.62 -1025071.21))"
559288,Nevřeň,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-830468.89 -1061860.84,-830468.89 -1058444.9,-826889.03 -1058444.9,-826889.03 -1061860.84,-830468.89 -1061860.84))"
598585,Nezabudice,Rakovník,Rakovník,Středočeský kraj,"POLYGON((-788293.66 -1046411.69,-788293.66 -1042481.13,-785240.41 -1042481.13,-785240.41 -1046411.69,-788293.66 -1046411.69))"
546160,Nezabylice,Chomutov,Chomutov,Ústecký kraj,"POLYGON((-804941.9 -999160.04,-804941.9 -995216.54,-802283.9 -995216.54,-802283.9 -999160.04,-804941.9 -999160.04))"
589764,Nezamyslice,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-558541.46 -1152558.75,-558541.46 -1148426.57,-554693.43 -1148426.57,-554693.43 -1152558.75,-558541.46 -1152558.75))"
578533,Nezamyslice,Sušice,Klatovy,Plzeňský kraj,"POLYGON((-811771.9 -1128023.24,-811771.9 -1124286.1,-808167.08 -1124286.1,-808167.08 -1128023.24,-811771.9 -1128023.24))"
553590,Nezbavětice,Plzeň,Plzeň-město,Plzeňský kraj,"POLYGON((-818027.25 -1081592.87,-818027.25 -1078834.98,-815179.03 -1078834.98,-815179.03 -1081592.87,-818027.25 -1081592.87))"
592421,Nezdenice,Uherský Brod,Uherské Hradiště,Zlínský kraj,"POLYGON((-518420.69 -1192244,-518420.69 -1186698.76,-515586.84 -1186698.76,-515586.84 -1192244,-518420.69 -1192244))"
542296,Nezdice,Přeštice,Plzeň-jih,Plzeňský kraj,"POLYGON((-830907.81 -1095758.21,-830907.81 -1091367.55,-827405.06 -1091367.55,-827405.06 -1095758.21,-830907.81 -1095758.21))"
556815,Nezdice na Šumavě,Sušice,Klatovy,Plzeňský kraj,"POLYGON((-817850.49 -1139277.71,-817850.49 -1133363.01,-813284.02 -1133363.01,-813284.02 -1139277.71,-817850.49 -1139277.71))"
540102,Nezdřev,Nepomuk,Plzeň-jih,Plzeňský kraj,"POLYGON((-803569.14 -1109597.63,-803569.14 -1107435.79,-801129.32 -1107435.79,-801129.32 -1109597.63,-803569.14 -1109597.63))"
558141,Nezvěstice,Plzeň,Plzeň-město,Plzeňský kraj,"POLYGON((-815842.75 -1084933.28,-815842.75 -1081386.37,-812320.53 -1081386.37,-812320.53 -1084933.28,-815842.75 -1084933.28))"
529893,Nicov,Vimperk,Prachatice,Jihočeský kraj,"POLYGON((-818564.74 -1144531.17,-818564.74 -1137945.13,-813607.72 -1137945.13,-813607.72 -1144531.17,-818564.74 -1144531.17))"
551520,Nihošovice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-801013.11 -1138105.19,-801013.11 -1134034.3,-795793.15 -1134034.3,-795793.15 -1138105.19,-801013.11 -1138105.19))"
596191,Níhov,Tišnov,Brno-venkov,Jihomoravský kraj,"POLYGON((-623285.12 -1142647.31,-623285.12 -1139690.88,-620358.35 -1139690.88,-620358.35 -1142647.31,-623285.12 -1142647.31))"
584711,Nikolčice,Hustopeče,Břeclav,Jihomoravský kraj,"POLYGON((-593849.75 -1186144.72,-593849.75 -1178454.96,-588578.06 -1178454.96,-588578.06 -1186144.72,-593849.75 -1186144.72))"
571121,Niměřice,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-713573.26 -1014283.51,-713573.26 -1011033.19,-710309.73 -1011033.19,-710309.73 -1014283.51,-713573.26 -1014283.51))"
591238,Nimpšov,Moravské Budějovice,Třebíč,Kraj Vysočina,"POLYGON((-663725.98 -1173245.78,-663725.98 -1172128.26,-662294.98 -1172128.26,-662294.98 -1173245.78,-663725.98 -1173245.78))"
536962,Nišovice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-798788.7 -1142276.77,-798788.7 -1139448.61,-792669.21 -1139448.61,-792669.21 -1142276.77,-798788.7 -1142276.77))"
588806,Nítkovice,Kroměříž,Kroměříž,Zlínský kraj,"POLYGON((-559689.29 -1165585.38,-559689.29 -1160505.6,-556118.92 -1160505.6,-556118.92 -1165585.38,-559689.29 -1165585.38))"
589772,Niva,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-580948.75 -1136640.93,-580948.75 -1132546.55,-574715.71 -1132546.55,-574715.71 -1136640.93,-580948.75 -1136640.93))"
592439,Nivnice,Uherský Brod,Uherské Hradiště,Zlínský kraj,"POLYGON((-527733.81 -1196281.67,-527733.81 -1189775.71,-520896.62 -1189775.71,-520896.62 -1196281.67,-527733.81 -1196281.67))"
531596,Nižbor,Beroun,Beroun,Středočeský kraj,"POLYGON((-778783.86 -1053074.93,-778783.86 -1044457.4,-770915.05 -1044457.4,-770915.05 -1053074.93,-778783.86 -1053074.93))"
596205,Nížkov,Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-655136.69 -1119285.55,-655136.69 -1113358.74,-648372.72 -1113358.74,-648372.72 -1119285.55,-655136.69 -1119285.55))"
593435,Nížkovice,Slavkov u Brna,Vyškov,Jihomoravský kraj,"POLYGON((-579470.68 -1174106.61,-579470.68 -1169554.16,-576850.52 -1169554.16,-576850.52 -1174106.61,-579470.68 -1174106.61))"
552526,Nižní Lhoty,Frýdek-Místek,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-462006.69 -1124012.95,-462006.69 -1121624.99,-458376.09 -1121624.99,-458376.09 -1124012.95,-462006.69 -1124012.95))"
597686,Norberčany,Šternberk,Olomouc,Olomoucký kraj,"POLYGON((-531223.25 -1107158.81,-531223.25 -1100366.65,-525363.39 -1100366.65,-525363.39 -1107158.81,-531223.25 -1107158.81))"
531707,Nosálov,Mělník,Mělník,Středočeský kraj,"POLYGON((-722679.89 -1004766.97,-722679.89 -1000995.34,-716219.08 -1000995.34,-716219.08 -1004766.97,-722679.89 -1004766.97))"
584720,Nosislav,Židlochovice,Brno-venkov,Jihomoravský kraj,"POLYGON((-599942.91 -1184776.12,-599942.91 -1178721.95,-593494.57 -1178721.95,-593494.57 -1184776.12,-599942.91 -1184776.12))"
552518,Nošovice,Frýdek-Místek,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-462391.2 -1123100.1,-462391.2 -1119277.7,-458944.53 -1119277.7,-458944.53 -1123100.1,-462391.2 -1123100.1))"
561177,Nová Buková,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-692916.51 -1135010.47,-692916.51 -1130687.64,-690013.78 -1130687.64,-690013.78 -1135010.47,-692916.51 -1135010.47))"
546798,Nová Bystřice,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-715530.95 -1171326.78,-715530.95 -1160228.36,-700184.27 -1160228.36,-700184.27 -1171326.78,-715530.95 -1171326.78))"
548456,Nová Cerekev,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-707523.35 -1128912.96,-707523.35 -1120903.44,-699103.34 -1120903.44,-699103.34 -1128912.96,-707523.35 -1128912.96))"
588814,Nová Dědina,Kroměříž,Kroměříž,Zlínský kraj,"POLYGON((-539087.89 -1166930.09,-539087.89 -1163561.76,-535102.07 -1163561.76,-535102.07 -1166930.09,-539087.89 -1166930.09))"
552381,Nová Hradečná,Uničov,Olomouc,Olomoucký kraj,"POLYGON((-558543.54 -1095211.47,-558543.54 -1089694.62,-554300.87 -1089694.62,-554300.87 -1095211.47,-558543.54 -1095211.47))"
586455,Nová Lhota,Veselí nad Moravou,Hodonín,Jihomoravský kraj,"POLYGON((-532544.81 -1208942.83,-532544.81 -1201448.96,-526387.97 -1201448.96,-526387.97 -1208942.83,-532544.81 -1208942.83))"
562734,Nová Olešná,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-705214.72 -1153096.48,-705214.72 -1148792.74,-701622.67 -1148792.74,-701622.67 -1153096.48,-705214.72 -1153096.48))"
573248,Nová Paka,Nová Paka,Jičín,Královéhradecký kraj,"POLYGON((-662264.2 -1012917.37,-662264.2 -1005616.77,-655757.27 -1005616.77,-655757.27 -1012917.37,-662264.2 -1012917.37))"
